gene	arm	common_effect	common_z	common_q_value	max_lfsr	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
TMEM30B	down	-1.09697300634616	-5.38152134155911	1.23163161616125e-06	0.0004588506512532	161291	protein-coding	O	CDC50B	unique_ncbi_synonym	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NFAT5	up	0.439670099436076	5.38066158509493	1.2350237064348e-06	0.0004019997143675	10725	protein-coding	O	NFAT5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
STARD3	up	0.53283506244551	5.37727799094423	1.25439855162803e-06	0.0040607804136846	10948	protein-coding	O	STARD3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
FUCA1	down	-0.637125462994898	-5.37713127190743	1.25439855162803e-06	0.0043751284350149	2517	protein-coding	O	FUCA1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HDAC4	up	0.442328598700633	5.37124651593782	1.29343006109864e-06	0.0003107273674821	9759	protein-coding	O	HDAC4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ADIPOR1	down	-0.554376194664541	-5.36928284348746	1.30496585864896e-06	0.0009369152720634	51094	protein-coding	O	ADIPOR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PCSK6	up	0.437733464960692	5.36647400710351	1.32278633369975e-06	0.0011102033908993	5046	protein-coding	O	PCSK6	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CA7	down	-2.30170980041837	-5.36327522654988	1.34374437700881e-06	0.0010353013125066	766	protein-coding	O	CA7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PUS7	up	0.497612777368178	5.36262598609638	1.34589294094344e-06	0.019556765220955	54517	protein-coding	O	PUS7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PTPRG	up	0.303405207265777	5.36203704727976	1.34759970578639e-06	0.0149454179325206	5793	protein-coding	O	PTPRG	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LRP5L	up	0.632101963094172	5.34587014246829	1.47068797493515e-06	0.0027743377627553	91355	pseudo	O	LRP5L	current_ncbi_symbol	True	True	True	True	True	False	5	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ACTB	down	-0.467988963781049	-5.34180422967372	1.49811055743922e-06	0.0059567936401671	60	protein-coding	O	ACTB	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TTC22	down	-0.5277080150251	-5.32808079356952	1.61261533148043e-06	0.0009337009680279	55001	protein-coding	O	TTC22	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RTRAF	down	-0.556765693814004	-5.32715526221014	1.61765415319124e-06	0.0013015861483591	51637	protein-coding	O	RTRAF	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CHCHD2	down	-0.44334629966679	-5.32581325132447	1.62643662668467e-06	0.0002091014315166	51142	protein-coding	O	CHCHD2	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ACADM	down	-0.477209180121831	-5.32329883758204	1.64584956013561e-06	0.0034226286342464	34	protein-coding	O	ACADM	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CDC42	down	-0.565196949088521	-5.32007663249516	1.67198299105161e-06	0.0002442954688202	998	protein-coding	O	CDC42	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
S100A11	up	0.543729646124501	5.31853183212984	1.6829387745033e-06	0.0073130842684154	6282	protein-coding	O	S100A11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ALS2CL	up	0.657434405966271	5.31744014061758	1.68975732618152e-06	0.0006926305813062	259173	protein-coding	O	ALS2CL	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NDE1	up	0.50839472972128	5.31395759000379	1.71903183671612e-06	0.0081590736407882	54820	protein-coding	O	NDE1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ERN1	up	0.383819519969749	5.31327045638263	1.72217227603274e-06	0.0038043091531467	2081	protein-coding	O	ERN1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SDHC	down	-0.367154905831376	-5.31286848866596	1.72262544672701e-06	0.0011949567608126	6391	protein-coding	O	SDHC	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CREB3L2	up	0.446979483956678	5.31192836380422	1.72818238251266e-06	0.0038758854045014	64764	protein-coding	O	CREB3L2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NDUFC1	down	-0.442654231686858	-5.31088812004769	1.73471511132551e-06	0.0002297927598436	4717	protein-coding	O	NDUFC1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
WTAP	down	-0.511327215075336	-5.30993594510544	1.74043601720391e-06	0.0293082919826081	9589	protein-coding	O	WTAP	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CYP2J2	down	-0.582027695970141	-5.30856053700469	1.75023961158024e-06	0.0020891082513407	1573	protein-coding	O	CYP2J2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PDE3A	down	-0.456045458296179	-5.30064019835215	1.82438709429549e-06	0.0186871467470116	5139	protein-coding	O	PDE3A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SLC12A2	up	0.623121093830342	5.29960987150446	1.83119040882353e-06	0.0001889464960329	6558	protein-coding	O	SLC12A2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAT2B	down	-0.892837689231757	-5.29411872381006	1.87626631218143e-06	0.0013153883970772	27430	protein-coding	O	MAT2B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CDK2AP2	down	-0.552920291819919	-5.29356217163063	1.87840350925056e-06	0.000605363422655	10263	protein-coding	O	CDK2AP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
H1-0	down	-0.537597167053025	-5.2845785748053	1.96920242250199e-06	0.0004122330883515	3005	protein-coding	O	H1-0	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PFN2	down	-0.589431015643913	-5.2841150501583	1.97044818551689e-06	0.0041590614736898	5217	protein-coding	O	PFN2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LAMB1	up	0.450472652666622	5.27184534795763	2.102876732118e-06	0.0006418702112362	3912	protein-coding	O	LAMB1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TMEM126B	down	-0.572871910252067	-5.26548614470451	2.17287502477332e-06	0.0001891442277528	55863	protein-coding	O	TMEM126B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HSD17B2	down	-0.864315204241918	-5.25486630378431	2.29772358481205e-06	0.0014095622321906	3294	protein-coding	O	HSD17B2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DYNLT1	down	-0.457671280986845	-5.23869332121413	2.50372823150318e-06	0.0013314779432921	6993	protein-coding	O	DYNLT1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GABRB1	up	0.718680176245511	5.23691061524875	2.52327094289066e-06	0.0007514671346978	2560	protein-coding	O	GABRB1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C5orf15	down	-0.602195149947594	-5.23396414560252	2.55903919758162e-06	0.0035280999648365	56951	protein-coding	O	C5orf15	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TSPYL1	down	-0.648706991908128	-5.23294806634518	2.56562846606825e-06	0.0015689386742259	7259	protein-coding	O	TSPYL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ALDH9A1	down	-0.715726334635681	-5.23015787613839	2.59283510686013e-06	0.0042429334992525	223	protein-coding	O	ALDH9A1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HIGD1A	down	-1.06184137181998	-5.22767621829553	2.62298445420479e-06	0.002390159865701	25994	protein-coding	O	HIGD1A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
USP40	up	0.289953929885663	5.22722780091697	2.62326389995099e-06	0.0022913407398186	55230	protein-coding	O	USP40	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAPKBP1	up	0.599783980930219	5.22697021721634	2.62326389995099e-06	0.0006056124125718	23005	protein-coding	O	MAPKBP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
API5	down	-0.477338838204566	-5.22654146672468	2.62449117914136e-06	0.0236921193521007	8539	protein-coding	O	API5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ALDH3B1	up	0.553274105848304	5.22190277728814	2.68614265730363e-06	0.0046754011222086	221	protein-coding	O	ALDH3B1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C6orf132	up	0.373601884797106	5.2150775283546	2.77405651305879e-06	0.0146732885732115	647024	protein-coding	O	C6orf132	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SBDS	down	-0.588390980783337	-5.21491423844419	2.77405651305879e-06	0.0007507571167748	51119	protein-coding	O	SBDS	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
